Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,mobile_uses
4,62,Yes,4,6,41,2
2,54,Yes,5,7,34,3
6,65,No,8,7,54,2
3,42,Yes,6,8,21,3
7,62,No,4,2,50,2
5,59,Yes,9,6,49,2
4,84,Yes,4,5,71,1
5,79,Yes,9,1,64,2
8,96,Yes,6,4,90,0
3,78,No,4,2,57,2
7,95,Yes,8,4,84,1
6,47,No,9,8,36,3
1,57,No,4,7,34,3
7,80,No,4,8,70,1
7,45,Yes,5,8,39,3
1,66,Yes,8,7,42,2
9,75,No,8,7,69,2
6,54,Yes,5,5,44,2
2,76,No,9,5,54,2
5,97,Yes,7,5,87,1
4,44,Yes,6,9,28,3
7,78,No,8,5,70,1
8,48,Yes,7,8,44,2
1,46,No,9,9,23,3
5,80,No,6,0,61,2
3,59,Yes,8,9,43,2
1,49,Yes,4,5,22,3
3,65,Yes,8,7,47,2
6,43,No,6,0,31,3
7,77,Yes,7,5,71,1
8,63,Yes,4,8,59,2
4,53,Yes,6,5,37,3
3,80,Yes,9,1,58,2
5,40,No,6,0,24,3
9,56,Yes,8,3,52,2
6,84,No,9,5,74,1
9,63,Yes,5,9,60,2
6,66,Yes,5,9,59,2
2,46,Yes,4,8,20,3
5,48,No,6,4,33,3
9,82,No,7,6,80,1
8,74,Yes,4,5,67,2
7,97,No,9,5,90,0
1,51,No,4,8,29,3
4,60,Yes,8,4,44,2
7,42,Yes,9,1,37,3
7,54,Yes,7,7,45,2
6,60,Yes,6,2,50,2
8,49,Yes,9,8,44,2
6,72,Yes,6,4,59,2
3,85,No,6,0,60,2
4,98,Yes,4,3,78,1
3,91,Yes,8,8,73,1
1,45,Yes,4,0,20,3
5,41,Yes,5,7,26,3
1,68,No,5,7,42,2
1,94,No,6,8,71,1
2,79,No,8,8,57,2
4,72,Yes,9,5,55,2
6,43,Yes,6,4,29,3
8,98,No,9,6,96,0
3,43,No,6,8,23,3
1,68,Yes,4,4,42,2
3,76,Yes,6,2,54,2
3,99,Yes,6,8,83,1
5,99,Yes,8,9,91,0
4,59,Yes,8,0,42,2
4,80,No,9,0,65,2
9,62,Yes,8,9,60,2
7,84,No,6,3,77,1
4,57,Yes,8,1,41,2
3,88,No,8,6,67,2
6,64,No,7,1,53,2
3,40,No,7,6,21,3
6,93,Yes,5,7,82,1
9,54,Yes,4,7,52,2
6,73,Yes,4,2,60,2
4,87,No,8,8,71,1
5,59,No,5,9,45,2
6,93,Yes,5,9,82,1
3,76,No,9,9,57,2
8,66,No,7,5,63,2
4,61,No,5,3,41,2
8,90,No,6,7,84,1
3,44,Yes,9,3,24,3
7,73,No,8,3,63,2
9,78,Yes,6,7,79,1
4,42,No,4,3,20,3
8,56,No,7,0,50,2
3,63,Yes,6,5,43,2
7,63,No,8,7,56,2
3,42,Yes,6,2,21,3
7,84,Yes,6,1,76,1
6,46,Yes,5,5,34,3
2,64,Yes,7,0,42,2
3,95,Yes,4,4,78,1
6,42,Yes,8,5,28,3
4,54,Yes,9,7,39,3
6,68,No,9,6,56,2
1,89,Yes,8,5,63,2
1,68,No,4,1,38,3
3,49,No,8,7,29,3
8,71,No,5,7,67,2
8,62,Yes,9,4,57,2
4,78,Yes,9,2,63,2
6,48,No,6,7,38,3
8,76,Yes,5,4,68,2
7,91,No,9,2,82,1
7,79,No,5,8,70,1
4,53,No,5,8,32,3
9,43,Yes,4,6,43,2
6,59,No,9,7,49,2
3,67,Yes,7,4,49,2
5,53,No,4,4,36,3
5,83,Yes,4,4,69,2
5,73,No,5,1,57,2
8,52,Yes,7,2,47,2
9,70,No,4,7,69,2
9,72,Yes,7,5,65,2
6,91,Yes,9,8,84,1
6,78,Yes,5,6,66,2
9,67,No,4,5,60,2
4,64,No,7,3,44,2
6,71,No,8,6,61,2
4,48,Yes,4,3,30,3
1,67,Yes,4,6,39,3
7,97,No,4,4,85,1
6,70,No,7,1,58,2
9,56,Yes,6,6,53,2
7,92,No,9,7,86,1
7,62,Yes,4,9,55,2
2,52,Yes,8,1,32,3
9,94,Yes,8,5,94,0
9,49,No,5,3,41,2
6,55,Yes,6,4,43,2
3,45,No,6,0,25,3
1,87,Yes,7,5,64,2
4,50,No,5,7,37,3
3,97,No,7,1,79,1
1,91,Yes,5,0,62,2
3,42,Yes,9,8,21,3
4,67,Yes,6,1,49,2
8,80,Yes,9,7,77,1
9,54,No,7,4,50,2
3,99,No,5,1,79,1
6,52,No,6,4,35,3
5,81,No,6,8,66,2
6,91,No,4,5,74,1
4,95,Yes,7,2,77,1
6,84,Yes,4,7,72,1
7,56,No,6,0,48,2
9,46,Yes,7,8,42,2
7,67,Yes,7,8,59,2
6,77,Yes,9,3,66,2
1,52,Yes,8,7,27,3
2,99,Yes,5,2,75,1
1,56,Yes,8,5,31,3
9,54,No,8,9,51,2
9,75,Yes,6,9,74,1
7,67,Yes,9,7,63,2
2,54,No,5,8,31,3
6,85,No,8,7,79,1
4,92,No,8,8,77,1
1,50,Yes,7,3,26,3
1,95,No,6,9,69,2
5,70,Yes,8,0,56,2
2,43,No,5,6,18,3
4,74,Yes,4,9,55,2
1,73,Yes,4,3,45,2
4,91,No,6,0,74,1
6,66,Yes,4,2,56,2
4,49,Yes,7,6,34,3
1,69,Yes,7,2,44,2
7,84,Yes,5,0,73,1
2,59,No,9,6,38,3
9,68,No,6,7,64,2
3,97,No,6,4,75,1
8,92,Yes,4,5,84,1
8,68,No,8,2,62,2
3,62,No,8,4,41,2
4,96,Yes,9,2,81,1
2,89,No,8,1,66,2
4,60,No,9,6,45,2
9,87,No,5,9,84,1
2,82,Yes,6,6,60,2
3,49,No,4,7,26,3
4,80,No,5,0,64,2
5,51,No,7,1,32,3
1,69,Yes,7,1,48,2
7,90,Yes,7,2,83,1
7,72,No,9,6,62,2
9,57,No,9,6,55,2
4,53,No,6,6,36,3
6,61,Yes,7,0,52,2
2,60,Yes,9,1,35,3
4,40,No,9,7,21,3
2,88,No,8,8,67,2
5,82,Yes,9,9,71,1
7,91,Yes,7,6,87,1
1,99,No,5,0,70,1
7,54,Yes,7,3,43,2
6,75,No,8,9,69,2
6,86,No,7,7,75,1
8,93,Yes,4,4,85,1
8,61,No,8,0,56,2
6,71,No,6,6,55,2
3,97,No,7,5,78,1
5,85,No,9,8,71,1
2,93,No,5,3,68,2
5,72,No,7,3,60,2
9,97,No,5,7,95,0
1,80,Yes,4,3,51,2
5,98,Yes,6,2,84,1
6,78,No,9,6,68,2
7,62,Yes,8,4,54,2
9,82,No,8,8,79,1
6,94,No,6,4,83,1
5,41,Yes,4,8,28,3
7,41,No,4,5,31,3
1,77,No,7,5,50,2
5,94,Yes,4,5,79,1
2,90,Yes,7,6,64,2
4,68,Yes,5,3,53,2
7,91,Yes,6,3,81,1
5,85,Yes,5,8,70,1
6,99,Yes,5,6,85,1
2,42,No,5,9,20,3
3,78,Yes,5,5,60,2
7,46,Yes,8,0,36,3
2,75,No,4,6,49,2
6,68,No,6,5,56,2
5,94,Yes,6,3,79,1
1,76,No,9,7,53,2
4,88,No,5,6,70,1
2,97,No,6,7,74,1
4,75,No,7,8,60,2
1,62,No,6,0,32,3
2,84,No,5,2,59,2
8,55,No,6,1,48,2
6,87,Yes,4,2,74,1
2,70,No,5,1,46,2
6,73,Yes,8,5,63,2
9,89,No,4,8,87,1
7,40,No,6,1,29,3
9,57,Yes,8,3,51,2
5,97,No,9,4,81,1
7,79,No,4,4,70,1
7,82,Yes,9,0,75,1
3,95,No,7,5,75,1
7,95,No,4,4,85,1
1,54,Yes,8,5,28,3
9,87,Yes,9,3,84,1
6,88,No,7,5,76,1
5,56,Yes,9,8,43,2
7,83,No,6,0,73,1
5,49,No,5,5,33,3
5,59,Yes,9,0,45,2
7,45,Yes,6,6,38,3
7,47,Yes,5,3,39,3
3,84,Yes,5,5,67,2
3,73,No,8,6,53,2
3,71,Yes,7,4,50,2
6,90,Yes,7,8,80,1
6,93,No,4,7,80,1
3,81,No,6,2,60,2
3,43,No,8,0,23,3
8,83,No,9,9,80,1
8,89,No,6,7,83,1
7,78,No,9,3,72,1
4,59,No,9,6,46,2
4,63,No,9,3,45,2
3,63,No,4,6,42,2
5,94,Yes,4,0,78,1
3,65,Yes,8,0,43,2
8,64,No,4,1,55,2
7,75,Yes,8,4,67,2
3,46,No,4,9,28,3
9,49,No,7,5,48,2
5,97,No,8,1,81,1
9,86,No,7,0,84,1
7,51,Yes,7,8,41,2
7,40,Yes,8,6,31,3
6,91,No,6,7,83,1
2,89,Yes,5,5,70,1
9,64,Yes,4,8,57,2
6,55,No,9,7,45,2
8,44,No,4,3,37,3
1,58,Yes,9,4,33,3
5,43,Yes,6,1,28,3
1,45,No,5,0,16,3
8,65,No,6,5,60,2
8,88,Yes,5,2,81,1
1,78,No,8,3,54,2
9,95,No,8,0,94,0
2,94,No,9,5,74,1
9,78,Yes,7,7,76,1
1,48,Yes,7,9,19,3
9,84,No,9,3,83,1
4,91,Yes,8,9,73,1
9,53,No,9,7,52,2
7,87,Yes,7,9,81,1
6,94,Yes,9,2,84,1
5,48,Yes,8,6,35,3
9,54,No,6,2,53,2
2,76,No,4,5,55,2
2,89,No,8,3,66,2
9,92,Yes,9,5,87,1
3,59,No,8,6,43,2
8,47,No,8,7,39,3
9,71,No,7,5,68,2
8,86,No,9,3,81,1
4,60,Yes,7,8,45,2
1,96,No,9,6,75,1
4,80,No,7,8,64,2
9,58,Yes,7,2,54,2
2,68,No,6,4,45,2
3,97,Yes,8,0,75,1
8,70,Yes,6,7,64,2
6,93,Yes,7,0,81,1
8,45,No,6,0,39,3
7,43,Yes,8,6,38,3
5,82,Yes,8,7,72,1
9,68,Yes,7,2,67,2
4,81,No,8,1,66,2
6,42,Yes,6,6,32,3
2,40,Yes,5,9,17,3
2,83,Yes,8,4,59,2
2,94,No,6,0,70,1
7,54,Yes,6,1,41,2
2,86,Yes,6,2,62,2
2,60,No,8,5,38,3
9,85,No,5,0,81,1
7,97,No,7,7,88,1
3,70,Yes,7,1,46,2
3,46,Yes,8,4,25,3
7,56,Yes,8,7,48,2
5,95,Yes,4,4,81,1
6,58,No,9,7,49,2
8,78,Yes,5,5,72,1
9,99,No,6,6,96,0
1,42,Yes,9,7,17,3
3,69,Yes,6,2,48,2
7,74,Yes,9,4,69,2
6,97,No,7,9,85,1
7,96,No,9,6,85,1
8,68,No,8,8,64,2
6,89,No,5,5,79,1
3,91,Yes,7,9,74,1
2,93,Yes,9,0,69,2
7,53,Yes,5,7,44,2
1,74,Yes,8,5,50,2
3,67,Yes,6,0,48,2
4,97,No,4,3,77,1
1,69,No,5,5,46,2
5,65,Yes,6,9,51,2
3,46,Yes,5,0,23,3
2,78,Yes,5,9,56,2
3,70,Yes,5,4,47,2
8,44,No,8,2,42,2
6,74,Yes,7,6,64,2
7,89,Yes,5,7,80,1
6,86,Yes,8,2,73,1
6,91,Yes,4,9,80,1
3,53,No,7,2,34,3
8,75,Yes,8,2,69,2
7,66,No,4,5,54,2
7,63,No,7,5,56,2
6,79,Yes,8,2,66,2
5,68,Yes,4,5,53,2
8,92,Yes,8,8,89,1
5,84,Yes,4,7,70,1
9,61,Yes,5,6,59,2
9,47,No,5,6,41,2
1,54,No,7,7,28,3
6,88,No,4,6,75,1
7,44,No,5,2,34,3
3,91,No,7,7,68,2
7,43,Yes,6,7,32,3
7,50,Yes,5,0,44,2
2,57,No,5,9,35,3
7,81,Yes,9,4,74,1
1,88,Yes,8,4,64,2
5,69,No,6,0,57,2
9,54,No,4,5,46,2
7,45,No,7,5,36,3
7,94,Yes,6,3,85,1
2,92,No,4,5,71,1
8,55,No,5,5,49,2
3,86,Yes,9,0,71,1
8,79,Yes,7,4,76,1
3,48,No,7,1,26,3
7,82,Yes,6,6,74,1
2,98,No,8,8,78,1
4,73,Yes,4,8,59,2
6,66,No,9,8,55,2
9,52,Yes,9,6,51,2
5,75,Yes,6,6,57,2
9,66,Yes,8,0,63,2
5,48,No,8,5,37,3
8,44,No,8,4,41,2
1,90,No,7,7,67,2
7,61,Yes,4,7,56,2
4,70,Yes,4,3,51,2
5,42,Yes,6,0,26,3
6,69,No,5,5,56,2
5,60,Yes,6,9,48,2
1,74,No,4,0,52,2
9,45,No,7,4,42,2
2,67,No,6,4,41,2
9,71,No,5,2,64,2
2,81,No,9,4,57,2
9,76,Yes,6,5,72,1
6,64,Yes,8,4,52,2
9,71,Yes,5,0,67,2
6,74,Yes,8,6,61,2
6,61,Yes,7,2,51,2
2,63,Yes,4,6,42,2
8,78,No,6,4,71,1
3,93,Yes,6,2,74,1
7,69,No,8,5,62,2
5,89,No,8,0,76,1
3,71,No,4,5,50,2
1,70,No,6,3,42,2
8,62,No,4,3,55,2
3,79,Yes,8,4,60,2
2,72,Yes,9,8,52,2
1,64,Yes,8,0,36,3
4,75,No,5,2,53,2
8,63,Yes,8,3,54,2
3,70,Yes,8,1,47,2
1,97,No,9,8,70,1
4,78,No,4,6,62,2
9,85,Yes,5,0,82,1
1,52,No,5,8,26,3
2,49,No,6,5,25,3
9,62,No,9,1,55,2
2,57,Yes,7,0,34,3
3,71,No,6,5,51,2
7,72,No,6,6,63,2
3,75,No,6,9,54,2
9,67,No,5,5,62,2
6,55,No,4,6,43,2
3,55,Yes,8,5,34,3
9,57,Yes,5,7,56,2
1,47,No,8,1,24,3
3,81,No,8,8,65,2
1,55,Yes,7,8,31,3
2,94,Yes,6,8,72,1
8,95,No,7,6,90,0
7,50,No,6,8,43,2
2,45,Yes,5,0,23,3
2,40,No,8,2,18,3
9,51,No,7,1,44,2
6,96,Yes,9,0,84,1
5,77,Yes,5,4,62,2
6,67,Yes,5,0,56,2
9,84,Yes,9,2,87,1
7,97,No,6,5,89,1
9,56,No,8,5,55,2
4,40,No,6,2,18,3
2,71,No,6,3,46,2
8,47,Yes,5,6,42,2
4,93,Yes,6,5,72,1
9,79,No,4,1,75,1
4,95,No,9,8,79,1
8,82,No,9,5,78,1
9,85,Yes,8,1,81,1
9,63,Yes,9,6,63,2
4,49,Yes,6,9,35,3
1,86,No,6,9,63,2
3,78,No,7,3,59,2
9,78,No,8,0,76,1
4,49,Yes,8,9,33,3
5,75,No,9,8,62,2
7,64,Yes,6,9,58,2
5,99,No,4,7,82,1
4,89,No,7,4,73,1
2,98,Yes,4,2,75,1
2,96,Yes,6,3,71,1
4,49,No,8,2,30,3
9,58,Yes,8,9,58,2
8,85,Yes,4,7,80,1
3,84,Yes,5,4,65,2
9,54,Yes,6,7,51,2
5,55,Yes,8,0,44,2
3,41,No,9,8,23,3
5,68,No,5,9,56,2
4,43,No,8,2,25,3
8,92,No,9,0,89,1
5,89,Yes,8,2,75,1
8,68,No,5,1,60,2
9,70,Yes,4,6,64,2
4,56,No,6,9,40,2
7,49,No,5,3,37,3
2,66,Yes,5,6,42,2
6,92,No,8,2,78,1
8,80,No,9,5,72,1
7,54,No,5,6,44,2
7,99,No,6,6,89,1
8,83,No,4,4,77,1
7,70,No,9,5,62,2
5,60,No,4,2,46,2
7,99,Yes,4,3,94,0
3,98,No,6,5,80,1
5,97,No,8,2,83,1
7,80,No,9,6,74,1
9,85,No,9,2,85,1
2,84,No,6,8,61,2
4,99,No,9,3,85,1
7,65,Yes,5,1,58,2
1,77,No,7,5,52,2
2,90,No,7,8,69,2
9,75,Yes,7,9,78,1
7,91,Yes,4,9,82,1
7,56,No,9,1,47,2
6,90,No,6,3,79,1
3,42,No,9,4,21,3
3,53,Yes,6,8,33,3
2,88,Yes,9,6,65,2
6,52,No,4,4,35,3
4,80,No,5,5,63,2
5,66,Yes,7,8,50,2
3,40,Yes,7,3,18,3
6,96,Yes,9,1,88,1
3,56,Yes,4,4,35,3
8,87,No,7,6,82,1
9,89,Yes,9,3,87,1
4,73,Yes,8,0,59,2
9,53,No,9,7,56,2
7,93,Yes,6,4,86,1
3,94,No,7,9,70,1
7,98,Yes,7,1,90,0
1,56,No,8,2,28,3
3,42,Yes,5,9,21,3
6,73,No,9,9,64,2
4,79,No,5,4,61,2
7,64,Yes,9,3,54,2
3,41,No,8,8,20,3
1,73,No,5,8,49,2
9,65,Yes,4,7,65,2
6,70,No,8,1,61,2
8,48,No,9,4,40,2
3,69,Yes,6,7,49,2
8,59,Yes,6,7,52,2
2,60,No,6,6,38,3
4,68,No,9,3,51,2
3,98,No,7,2,76,1
1,64,No,8,7,42,2
7,77,No,8,7,68,2
2,97,Yes,5,9,77,1
4,83,No,8,4,65,2
9,64,Yes,8,2,63,2
6,48,Yes,5,4,35,3
8,78,Yes,8,3,71,1
2,83,Yes,8,7,64,2
7,65,No,4,1,53,2
6,96,No,9,7,87,1
9,76,No,5,9,71,1
7,55,Yes,4,5,43,2
1,76,Yes,7,3,54,2
8,51,No,5,2,44,2
3,63,Yes,9,9,45,2
2,65,No,8,4,42,2
3,59,Yes,8,5,38,3
6,48,Yes,4,0,36,3
3,62,Yes,4,0,43,2
5,78,Yes,7,9,67,2
6,68,Yes,7,2,58,2
8,70,Yes,9,1,64,2
7,58,Yes,8,0,51,2
8,59,No,6,7,57,2
3,62,No,7,0,40,2
4,82,Yes,8,9,68,2
6,66,Yes,7,7,58,2
7,69,No,5,4,63,2
9,60,Yes,4,3,56,2
1,83,No,8,7,60,2
8,74,No,7,7,68,2
8,88,No,4,7,82,1
6,46,No,6,2,33,3
4,61,No,7,7,47,2
3,49,Yes,8,0,32,3
3,62,Yes,5,3,39,3
6,54,No,4,4,41,2
8,69,Yes,4,5,61,2
7,73,No,5,4,63,2
1,52,Yes,8,4,27,3
6,99,Yes,9,4,88,1
7,43,Yes,6,8,35,3
7,57,Yes,9,9,48,2
9,95,Yes,5,9,95,0
5,62,Yes,6,2,48,2
1,72,Yes,8,1,45,2
2,73,Yes,7,9,49,2
4,73,No,7,1,57,2
5,75,No,9,7,61,2
9,74,Yes,8,4,75,1
1,56,Yes,6,4,26,3
3,67,Yes,9,5,47,2
5,53,No,5,8,37,3
3,73,Yes,9,6,55,2
4,87,Yes,8,4,73,1
3,50,No,8,4,30,3
4,96,No,7,9,80,1
1,52,No,5,8,24,3
8,72,Yes,7,8,66,2
4,96,No,6,1,77,1
7,94,Yes,6,6,86,1
2,41,No,4,9,13,3
2,73,Yes,8,0,52,2
6,92,Yes,5,3,80,1
2,68,Yes,5,1,44,2
6,76,No,7,9,68,2
2,43,Yes,9,8,23,3
4,51,Yes,9,5,36,3
7,65,Yes,7,3,58,2
8,97,No,9,2,91,0
3,67,Yes,5,3,48,2
9,42,Yes,7,1,40,2
2,59,Yes,9,4,33,3
8,49,Yes,4,8,46,2
8,91,No,8,5,87,1
4,57,Yes,4,1,39,3
1,92,No,9,5,70,1
1,92,No,6,8,67,2
2,92,Yes,5,3,68,2
9,66,No,4,0,61,2
2,70,No,4,1,51,2
2,66,No,7,4,43,2
6,81,Yes,7,9,70,1
7,40,No,7,6,34,3
7,45,No,9,7,33,3
9,50,Yes,6,2,46,2
6,73,Yes,4,8,60,2
8,78,No,8,1,73,1
6,59,No,7,3,47,2
2,92,No,6,3,67,2
1,60,Yes,9,5,37,3
5,60,No,6,9,44,2
9,57,Yes,7,5,55,2
8,60,No,5,2,52,2
4,58,No,4,8,42,2
5,43,Yes,7,4,28,3
5,52,No,8,1,31,3
6,57,Yes,4,5,42,2
3,91,No,6,2,71,1
5,68,Yes,8,7,54,2
2,64,Yes,4,2,42,2
1,95,No,8,4,68,2
1,52,Yes,6,3,27,3
7,66,No,7,3,59,2
2,99,Yes,8,1,77,1
4,58,Yes,7,7,43,2
5,88,Yes,6,2,73,1
7,40,No,6,3,31,3
2,77,Yes,8,5,55,2
6,58,Yes,8,8,49,2
1,91,Yes,6,3,65,2
7,40,No,8,2,30,3
9,79,No,8,4,75,1
5,56,Yes,8,8,43,2
5,60,Yes,9,0,49,2
4,61,No,8,4,44,2
3,54,Yes,4,3,35,3
9,89,Yes,6,4,88,1
5,78,Yes,6,6,65,2
8,87,Yes,5,6,82,1
9,78,Yes,7,6,76,1
5,71,Yes,5,0,54,2
9,88,No,8,8,90,0
2,43,Yes,8,6,23,3
9,83,Yes,4,3,79,1
4,84,No,4,3,65,2
6,71,No,4,1,59,2
6,43,No,4,5,28,3
6,92,No,4,9,79,1
2,40,Yes,4,2,11,3
7,72,No,4,0,61,2
6,46,Yes,4,4,36,3
1,48,No,9,5,22,3
2,40,No,4,4,20,3
7,55,No,6,4,45,2
1,57,Yes,4,9,32,3
1,93,No,7,7,68,2
1,86,No,4,9,55,2
8,45,No,9,0,38,3
4,41,Yes,8,7,23,3
4,48,Yes,9,6,33,3
2,43,No,9,0,22,3
1,84,Yes,8,8,60,2
9,62,No,4,3,58,2
7,93,Yes,4,6,84,1
4,82,No,8,2,67,2
6,84,Yes,7,7,79,1
2,82,No,5,3,61,2
7,90,Yes,6,1,80,1
2,47,Yes,8,1,27,3
8,78,No,4,7,72,1
8,64,No,6,7,61,2
1,55,Yes,4,0,25,3
8,74,No,5,5,67,2
2,56,No,5,8,33,3
6,57,No,8,8,46,2
1,99,No,6,1,73,1
5,66,Yes,9,7,54,2
7,54,No,6,7,44,2
1,99,Yes,9,3,74,1
2,56,Yes,5,3,31,3
7,82,No,4,4,73,1
6,44,No,9,9,34,3
3,55,Yes,9,6,36,3
2,54,No,8,0,27,3
4,81,No,7,8,66,2
3,85,Yes,5,2,66,2
7,73,Yes,9,3,64,2
8,87,Yes,5,6,82,1
2,58,No,8,4,34,3
7,47,No,4,4,38,3
8,86,Yes,6,0,79,1
6,49,Yes,5,1,35,3
6,44,No,8,4,33,3
1,91,No,8,1,65,2
4,87,No,8,0,69,2
1,92,Yes,6,9,66,2
4,65,No,5,2,45,2
2,61,No,9,0,37,3
5,83,Yes,8,9,71,1
9,62,No,6,7,59,2
3,52,Yes,4,7,32,3
8,48,No,7,7,40,2
3,88,Yes,5,6,73,1
6,59,Yes,6,6,48,2
4,67,Yes,7,1,52,2
8,83,No,7,8,79,1
6,96,No,6,6,85,1
8,76,No,9,4,72,1
1,63,No,9,3,39,3
6,83,Yes,6,7,72,1
1,72,No,6,4,51,2
1,59,No,8,5,36,3
8,99,Yes,4,3,89,1
7,87,Yes,9,1,82,1
3,69,Yes,8,6,51,2
6,83,Yes,7,1,75,1
9,48,No,7,6,44,2
7,84,Yes,7,6,72,1
3,88,No,6,0,66,2
6,56,No,5,9,41,2
4,75,Yes,8,9,59,2
3,53,Yes,5,2,31,3
9,58,Yes,4,2,54,2
2,46,Yes,4,5,23,3
1,98,Yes,8,2,75,1
2,42,No,7,8,21,3
7,72,Yes,9,4,69,2
1,83,No,4,5,56,2
6,71,Yes,5,5,60,2
7,86,No,5,7,79,1
9,50,No,9,9,47,2
8,81,No,6,2,72,1
6,41,Yes,7,8,31,3
3,65,Yes,6,6,45,2
8,43,Yes,8,5,40,2
7,56,No,4,0,46,2
3,56,No,9,3,38,3
9,67,Yes,9,4,64,2
2,69,Yes,9,1,46,2
3,79,No,6,0,58,2
2,62,No,6,1,37,3
1,85,Yes,8,7,62,2
4,63,Yes,5,9,49,2
5,68,Yes,5,5,53,2
6,43,No,8,9,30,3
5,77,No,9,1,59,2
1,68,Yes,5,8,40,2
3,58,Yes,8,7,37,3
1,66,Yes,5,3,41,2
5,68,Yes,8,9,56,2
5,95,Yes,5,6,81,1
6,75,No,9,2,66,2
8,74,Yes,6,5,71,1
1,91,No,6,2,64,2
4,45,No,9,9,31,3
1,98,No,5,2,72,1
9,62,No,9,8,57,2
7,78,No,8,5,67,2
7,85,No,6,7,76,1
5,83,No,4,3,68,2
7,87,No,5,3,78,1
2,91,Yes,4,7,68,2
4,47,Yes,4,6,25,3
7,94,Yes,7,4,86,1
3,41,Yes,4,1,15,3
2,52,Yes,4,5,28,3
2,79,No,9,0,58,2
1,96,No,7,6,72,1
5,60,No,7,8,45,2
6,70,No,7,4,59,2
6,91,No,8,4,78,1
9,87,Yes,7,6,84,1
4,75,Yes,9,4,56,2
1,87,No,8,9,62,2
6,91,Yes,5,3,78,1
5,77,Yes,8,0,62,2
6,66,Yes,5,5,54,2
3,75,Yes,7,8,57,2
2,87,Yes,7,3,61,2
6,62,No,5,9,49,2
1,94,Yes,6,3,71,1
7,60,Yes,9,4,55,2
7,52,No,8,5,44,2
7,76,No,9,2,68,2
1,86,No,9,8,60,2
4,65,No,4,0,45,2
7,79,No,7,5,72,1
9,46,No,8,5,41,2
5,85,No,9,7,73,1
2,78,No,8,4,57,2
7,61,Yes,9,8,55,2
1,78,No,7,8,53,2
7,62,No,9,1,53,2
6,97,Yes,5,4,87,1
7,69,No,7,6,61,2
3,57,No,8,1,38,3
3,81,No,6,6,60,2
7,57,No,9,8,49,2
2,85,Yes,5,7,64,2
1,49,Yes,7,9,23,3
9,78,No,4,8,72,1
9,69,Yes,7,3,71,1
7,65,Yes,8,7,59,2
7,46,Yes,8,8,38,3
3,46,Yes,4,9,24,3
2,44,Yes,5,1,18,3
7,40,Yes,8,9,33,3
9,85,No,5,2,81,1
1,57,No,5,0,30,3
4,52,Yes,7,0,32,3
6,64,Yes,5,9,50,2
7,79,Yes,9,5,73,1
7,47,No,8,0,38,3
2,49,No,8,4,28,3
4,71,No,6,5,57,2
5,56,No,5,8,41,2
1,77,No,6,5,52,2
1,54,No,7,3,26,3
3,54,Yes,6,0,28,3
3,96,No,5,5,74,1
8,87,No,8,6,81,1
9,79,No,7,4,81,1
1,90,Yes,5,5,61,2
2,59,No,7,9,38,3
2,54,Yes,4,7,29,3
4,74,Yes,5,0,57,2
2,45,No,4,7,21,3
7,69,No,6,1,57,2
9,96,No,5,1,94,0
7,47,Yes,4,7,39,3
6,70,No,9,1,59,2
1,87,Yes,8,7,64,2
9,86,Yes,6,4,83,1
5,71,No,5,8,53,2
5,84,No,5,8,70,1
6,97,No,8,7,92,0
9,91,Yes,8,8,92,0
8,54,No,4,6,47,2
8,57,Yes,4,7,51,2
8,52,No,4,5,45,2
1,63,Yes,7,8,34,3
1,79,No,6,1,50,2
8,53,No,5,2,45,2
5,67,Yes,6,1,54,2
9,50,Yes,8,5,52,2
2,45,No,9,2,20,3
9,95,Yes,6,0,93,0
8,64,Yes,6,3,53,2
9,40,Yes,4,4,35,3
4,64,Yes,8,3,48,2
1,41,No,6,5,18,3
1,71,Yes,5,2,43,2
5,52,No,4,9,36,3
2,72,No,6,5,51,2
8,71,No,8,9,65,2
5,95,Yes,9,0,81,1
5,63,No,5,5,45,2
2,66,No,9,7,46,2
7,43,No,8,9,32,3
8,63,No,8,7,60,2
1,62,No,8,0,33,3
2,68,Yes,9,6,45,2
4,73,No,7,9,54,2
5,60,Yes,5,9,46,2
2,69,No,8,3,49,2
1,65,No,7,5,38,3
9,59,Yes,4,5,53,2
1,55,Yes,7,4,30,3
4,42,No,4,9,24,3
2,88,No,9,8,69,2
4,76,No,7,9,57,2
8,97,No,9,7,94,0
8,79,No,8,5,77,1
9,83,Yes,7,3,79,1
5,64,No,7,3,50,2
7,62,No,8,8,52,2
3,83,Yes,4,3,64,2
4,98,Yes,8,6,86,1
9,40,No,5,5,33,3
1,72,Yes,7,1,47,2
2,54,Yes,5,4,31,3
5,56,Yes,8,2,42,2
3,73,No,9,8,54,2
2,56,No,8,9,33,3
1,91,No,6,0,61,2
3,97,Yes,5,9,78,1
1,80,No,6,3,55,2
1,83,No,5,3,59,2
1,43,Yes,9,8,20,3
8,52,No,6,0,43,2
3,43,Yes,6,1,19,3
1,46,Yes,5,0,17,3
7,85,Yes,8,0,73,1
3,98,Yes,4,0,72,1
8,48,No,8,2,39,3
4,62,No,4,3,44,2
4,72,No,5,9,52,2
5,72,Yes,7,1,58,2
6,59,No,8,0,45,2
7,43,No,6,4,36,3
4,40,Yes,8,5,22,3
8,93,Yes,5,1,86,1
